property_id,propertyUrl,City,Zipcode,latitude,longitude,type,guests,pricePerNight,overallRating,googleMapsUrl
1.15812E+18,https://www.airbnb.com/rooms/1158118333465642152,Riyadh,13223,24.74844,46.79636,Apartment,3,$83,5,"https://www.google.com/maps/search/24.74844+46.79636/@24.74844,46.79636,17z"
8.74327E+17,https://www.airbnb.com/rooms/874326857014449581,Riyadh,13315,24.7796,46.6271,Apartment,4,$107,5,"https://www.google.com/maps/search/24.7796+46.6271/@24.7796,46.6271,17z"
1.11936E+18,https://www.airbnb.com/rooms/1119356035976100955,Riyadh,13519,24.77552,46.62723,Apartment,4,$133,5,"https://www.google.com/maps/search/24.77552+46.62723/@24.77552,46.62723,17z"
1.22407E+18,https://www.airbnb.com/rooms/1224065456024599079,Riyadh,11433,24.69748,46.79155,Studio,2,$64,5,"https://www.google.com/maps/search/24.69748+46.79155/@24.69748,46.79155,17z"
9.68068E+17,https://www.airbnb.com/rooms/968068256695691534,Riyadh,13524,24.7999,46.6189,Studio,2,$89,4.83,"https://www.google.com/maps/search/24.7999+46.6189/@24.7999,46.6189,17z"
1.28867E+18,https://www.airbnb.com/rooms/1288669918203239735,الرياض,13215,24.77097,46.77718,Room,2,$93,4.43,"https://www.google.com/maps/search/24.77097+46.77718/@24.77097,46.77718,17z"
1.17108E+18,https://www.airbnb.com/rooms/1171083699334289118,Riyadh,11614,24.69669,46.59562,Apartment,4,$104,4.57,"https://www.google.com/maps/search/24.69669+46.59562/@24.69669,46.59562,17z"
1.32771E+18,https://www.airbnb.com/rooms/1327711653547041776,Riyadh,12477,24.78618,46.68473,Studio,2,$133,5,"https://www.google.com/maps/search/24.78618+46.68473/@24.78618,46.68473,17z"
1.3064E+18,https://www.airbnb.com/rooms/1306396162744278196,Riyadh,13244,24.8033,46.7269,Studio,2,$120,4.38,"https://www.google.com/maps/search/24.8033+46.7269/@24.8033,46.7269,17z"
1.25078E+18,https://www.airbnb.com/rooms/1250780769381098348,Riyadh,13521,24.78775295,46.62187168,Apartment,3,$85,5,"https://www.google.com/maps/search/24.7877529488372+46.6218716760935/@24.7877529488372,46.6218716760935,17z"
1.21233E+18,https://www.airbnb.com/rooms/1212325546911359670,Riyadh,13519,24.77035,46.63024,Studio,2,$80,5,"https://www.google.com/maps/search/24.77035+46.63024/@24.77035,46.63024,17z"
1.2725E+18,https://www.airbnb.com/rooms/1272501687641287107,Riyadh,13221,24.81458347,46.65270723,Room,4,$107,4.43,"https://www.google.com/maps/search/24.8145834736186+46.6527072343259/@24.8145834736186,46.6527072343259,17z"
1.17154E+18,https://www.airbnb.com/rooms/1171543139054867725,Riyadh,11537,24.77212,46.69225,Apartment,4,$93,4.5,"https://www.google.com/maps/search/24.77212+46.69225/@24.77212,46.69225,17z"
1.28034E+18,https://www.airbnb.com/rooms/1280343098373626207,Riyadh,12283,24.76017227,46.65949706,Studio,2,$96,4.67,"https://www.google.com/maps/search/24.7601722687232+46.6594970619201/@24.7601722687232,46.6594970619201,17z"
1.07235E+18,https://www.airbnb.com/rooms/1072354869397823903,Riyadh,11543,24.86055,46.62927,Apartment,2,$88,4.38,"https://www.google.com/maps/search/24.86055+46.62927/@24.86055,46.62927,17z"
9.79774E+17,https://www.airbnb.com/rooms/979774394975336876,Riyadh,12544,24.68,46.5777,Apartment,8,$307,4.17,"https://www.google.com/maps/search/24.68+46.5777/@24.68,46.5777,17z"
1.2489E+18,https://www.airbnb.com/rooms/1248895269966931356,Riyadh,12788,24.58619418,46.66471299,Studio,2,$107,5,"https://www.google.com/maps/search/24.5861941825953+46.6647129904898/@24.5861941825953,46.6647129904898,17z"
1.01603E+18,https://www.airbnb.com/rooms/1016025640876075071,Riyadh,13521,24.78483,46.5886,Apartment,4,$213,5,"https://www.google.com/maps/search/24.78483+46.5886/@24.78483,46.5886,17z"
8.74746E+17,https://www.airbnb.com/rooms/874745519982920927,Riyadh,13315,24.78296,46.6266,Apartment,2,$161,4.83,"https://www.google.com/maps/search/24.78296+46.6266/@24.78296,46.6266,17z"
1.0918E+18,https://www.airbnb.com/rooms/1091795400180799071,Riyadh,13782,24.62609,46.55589,Apartment,4,$72,4.67,"https://www.google.com/maps/search/24.62609+46.55589/@24.62609,46.55589,17z"
1.24306E+18,https://www.airbnb.com/rooms/1243057074933575274,Riyadh,13248,24.83097,46.74225,Apartment,6,$258,5,"https://www.google.com/maps/search/24.83097+46.74225/@24.83097,46.74225,17z"
1.12686E+18,https://www.airbnb.com/rooms/1126858515073838130,Riyadh,13317,24.79899,46.66433,Studio,4,$165,4.33,"https://www.google.com/maps/search/24.79899+46.66433/@24.79899,46.66433,17z"
1.24561E+18,https://www.airbnb.com/rooms/1245606000225837689,Riyadh,13315,24.778,46.6199,Apartment,3,$149,4.57,"https://www.google.com/maps/search/24.778+46.6199/@24.778,46.6199,17z"
1.13081E+18,https://www.airbnb.com/rooms/1130807053761053421,Riyadh,13519,24.7706,46.6331,Apartment,4,$133,4.83,"https://www.google.com/maps/search/24.7706+46.6331/@24.7706,46.6331,17z"
8.40087E+17,https://www.airbnb.com/rooms/840086548045717897,Riyadh,14514,24.5758,46.7879,Apartment,3,$75,4.25,"https://www.google.com/maps/search/24.5758+46.7879/@24.5758,46.7879,17z"
1.15314E+18,https://www.airbnb.com/rooms/1153139847140321231,Riyadh,11564,24.78676,46.71806,Room,2,$123,4.5,"https://www.google.com/maps/search/24.78676+46.71806/@24.78676,46.71806,17z"
6.73918E+17,https://www.airbnb.com/rooms/673918135581045369,Riyadh,13244,24.79943,46.73022,Apartment,4,$139,4.17,"https://www.google.com/maps/search/24.79943+46.73022/@24.79943,46.73022,17z"
1.28366E+18,https://www.airbnb.com/rooms/1283661074206664790,Riyadh,13311,24.77570343,46.65965983,Studio,2,$107,4.82,"https://www.google.com/maps/search/24.7757034320949+46.659659833518/@24.7757034320949,46.659659833518,17z"
1.25828E+18,https://www.airbnb.com/rooms/1258284031330274613,Riyadh,13221,24.78952031,46.65187887,Apartment,4,$134,5,"https://www.google.com/maps/search/24.7895203081767+46.6518788690936/@24.7895203081767,46.6518788690936,17z"
1.24633E+18,https://www.airbnb.com/rooms/1246329929233710112,Riyadh,13251,24.81899,46.79156,Studio,3,$72,4.67,"https://www.google.com/maps/search/24.81899+46.79156/@24.81899,46.79156,17z"
